date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:27:56	113/113	---MC-	200	added ('OK')	text/plain	date:Sat,%2029%20Nov%202025%2023:28:02%20GMT	https://www.ciahn.cl/robots.txt		(from )
18:27:58	387606/387606	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:28:02%20GMT	https://www.ciahn.cl/	www.ciahn.cl/index.html	(from )
18:27:58	2894/2894	---M--	200	added ('OK')	text/css	etag:%22b4e-6336d412bb1d5%22	https://www.ciahn.cl/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.0.6	www.ciahn.cl/wp-content/plugins/contact-form-7/includes/css/stylesfc7a.css	(from https://www.ciahn.cl/)
18:27:59	98/98	---M--	200	added ('OK')	text/css	etag:%2262-62b9ba6b6db3f%22	https://www.ciahn.cl/wp-content/plugins/wp-contact-form-7-spam-blocker/frontend/css/spam-protect-for-contact-form7.css?ver=1.0.0	www.ciahn.cl/wp-content/plugins/wp-contact-form-7-spam-blocker/frontend/css/spam-protect-for-contact-form78a54.css	(from https://www.ciahn.cl/)
18:28:00	19820/19820	---M--	200	added ('OK')	text/css	etag:%224d6c-6336d4278964f%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.30.0	www.ciahn.cl/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine94d.css	(from https://www.ciahn.cl/)
18:28:04	212120/212120	---M--	200	added ('OK')	text/css	etag:%2233c98-6336d42750c0a%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.23.3	www.ciahn.cl/wp-content/plugins/elementor/assets/css/frontend-lite.min28fc.css	(from https://www.ciahn.cl/)
18:28:04	189329/189329	---MC-	200	added ('OK')	application/rss+xml	etag:%22c62c68356184135892ff10bd6f79545f%22	https://www.ciahn.cl/feed/	www.ciahn.cl/feed/index.html	(from https://www.ciahn.cl/)
18:28:04	362373/362373	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:28:05%20GMT	https://www.ciahn.cl/en/homepage-ing/	www.ciahn.cl/en/homepage-ing/index.html	(from https://www.ciahn.cl/)
18:28:04	748/748	---MC-	200	added ('OK')	application/rss+xml	etag:%22c62c68356184135892ff10bd6f79545f%22	https://www.ciahn.cl/comments/feed/	www.ciahn.cl/comments/feed/index.html	(from https://www.ciahn.cl/)
18:28:04	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-6336d4279af90%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	www.ciahn.cl/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://www.ciahn.cl/)
18:28:05	4339/4339	---M--	200	added ('OK')	text/css	etag:%2210f3-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/twenty-twenty.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/twenty-twentyf9b8.css	(from https://www.ciahn.cl/)
18:28:06	5470/5470	---M--	200	added ('OK')	text/css	etag:%22155e-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/fullpage.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/fullpagef9b8.css	(from https://www.ciahn.cl/)
18:28:07	1018/1018	---M--	200	added ('OK')	text/css	etag:%223fa-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/owl-theme-default.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/owl-theme-defaultf9b8.css	(from https://www.ciahn.cl/)
18:28:08	3265/3265	---M--	200	added ('OK')	text/css	etag:%22cc1-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/owl-carousel.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/owl-carouself9b8.css	(from https://www.ciahn.cl/)
18:28:09	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/magnific-popup.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/magnific-popupf9b8.css	(from https://www.ciahn.cl/)
18:28:10	1890/1890	---M--	200	added ('OK')	text/css	etag:%22762-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/fontello.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/fontellof9b8.css	(from https://www.ciahn.cl/)
18:28:12	469822/469822	---M--	200	added ('OK')	text/css	etag:%2272b3e-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/style-arlo.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/style-arlof9b8.css	(from https://www.ciahn.cl/)
18:28:13	14522/14522	---M--	200	added ('OK')	text/css	etag:%2238ba-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/style-rtl.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/style-rtlf9b8.css	(from https://www.ciahn.cl/)
18:28:13	25394/25394	---M--	200	added ('OK')	text/css	etag:%226332-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/style.css?ver=4.0	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/css/stylef9b8.css	(from https://www.ciahn.cl/)
18:28:14	11405/11405	---M--	200	added ('OK')	text/css	etag:%222c8d-5dd1a40ea552b%22	https://www.ciahn.cl/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.6.3	www.ciahn.cl/wp-content/plugins/elementor-pro/assets/css/frontend-lite.mina767.css	(from https://www.ciahn.cl/)
18:28:16	59344/59344	---M--	200	added ('OK')	text/css	etag:%22e7d0-6336d4278d4cf%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.23.3	www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min28fc.css	(from https://www.ciahn.cl/)
18:28:16	26702/26702	---M--	200	added ('OK')	text/css	etag:%22684e-6336d4278e46f%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.23.3	www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min28fc.css	(from https://www.ciahn.cl/)
18:28:17	4638/4638	---M--	200	added ('OK')	text/css	etag:%22121e-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/base.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/basec6f3.css	(from https://www.ciahn.cl/)
18:28:18	1304/1304	---M--	200	added ('OK')	text/css	etag:%22518-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/skeleton.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/skeletonc6f3.css	(from https://www.ciahn.cl/)
18:28:19	11457/11457	---M--	200	added ('OK')	text/css	etag:%222cc1-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/fontello.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/fontelloc6f3.css	(from https://www.ciahn.cl/)
18:28:20	1800/1800	---M--	200	added ('OK')	text/css	etag:%22708-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/justified.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/justifiedc6f3.css	(from https://www.ciahn.cl/)
18:28:21	15180/15180	---M--	200	added ('OK')	text/css	etag:%223b4c-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/select2.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/select2c6f3.css	(from https://www.ciahn.cl/)
18:28:22	25985/25985	---M--	200	added ('OK')	text/css	etag:%226581-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/lightgallery.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/lightgalleryc6f3.css	(from https://www.ciahn.cl/)
18:28:23	49771/49771	---M--	200	added ('OK')	text/css	etag:%22c26b-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/config/config-woo/woocommerce.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/config/config-woo/woocommercec6f3.css	(from https://www.ciahn.cl/)
18:28:24	59/59	---M--	200	added ('OK')	text/css	etag:%223b-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/rtl.style.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/rtl.stylec6f3.css	(from https://www.ciahn.cl/)
18:28:26	88639/88639	---M--	200	added ('OK')	text/css	etag:%2215a3f-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/navigation.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/navigationc6f3.css	(from https://www.ciahn.cl/)
18:28:27	21691/21691	---M--	200	added ('OK')	text/css	etag:%2254bb-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/hamburger.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/hamburgerc6f3.css	(from https://www.ciahn.cl/)
18:28:27	2393/2393	---M--	200	added ('OK')	text/css	etag:%22959-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/theme-style.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/theme-stylec6f3.css	(from https://www.ciahn.cl/)
18:28:29	150105/150105	---M--	200	added ('OK')	text/css	etag:%2224a59-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/style.css?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/stylec6f3.css	(from https://www.ciahn.cl/)
18:28:29	56/56	---M--	200	added ('OK')	text/css	etag:%2238-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/css/inline.css?ver=1.0	www.ciahn.cl/wp-content/themes/arlo/framework/css/inline5152.css	(from https://www.ciahn.cl/)
18:28:31	58071/58071	---M--	200	added ('OK')	text/css	etag:%22e2d7-6336d4278d4cf%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://www.ciahn.cl/)
18:28:31	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-6336d4278d4cf%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://www.ciahn.cl/)
18:28:32	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-6336d4278d4cf%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://www.ciahn.cl/)
18:28:34	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-61e3cd4bf7599%22	https://www.ciahn.cl/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	www.ciahn.cl/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.ciahn.cl/)
18:28:35	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-6032100801b0c%22	https://www.ciahn.cl/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	www.ciahn.cl/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.ciahn.cl/)
18:28:35	838/838	---M--	200	added ('OK')	text/javascript	etag:%22346-62b9ba6b6db3f%22	https://www.ciahn.cl/wp-content/plugins/wp-contact-form-7-spam-blocker/frontend/js/spam-protect-for-contact-form7.js?ver=1.0.0	www.ciahn.cl/wp-content/plugins/wp-contact-form-7-spam-blocker/frontend/js/spam-protect-for-contact-form78a54.js	(from https://www.ciahn.cl/)
18:28:36	15073/15073	---M--	200	added ('OK')	text/javascript	etag:%223ae1-6336d427922f0%22	https://www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.23.3	www.ciahn.cl/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min28fc.js	(from https://www.ciahn.cl/)
18:28:37	15246/15246	---M--	200	added ('OK')	text/javascript	etag:%223b8e-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/js/modernizr.custom.js?ver=ver_4.0	www.ciahn.cl/wp-content/themes/arlo/framework/js/modernizr.customc6f3.js	(from https://www.ciahn.cl/)
18:28:40	786/786	---M--	200	added ('OK')	text/xml	date:Sat,%2029%20Nov%202025%2023:28:46%20GMT	https://www.ciahn.cl/xmlrpc.php?rsd	www.ciahn.cl/xmlrpc0db0.php	(from https://www.ciahn.cl/)
18:28:40	82456/82456	---MC-	200	added ('OK')	application/json	date:Sat,%2029%20Nov%202025%2023:28:44%20GMT	https://www.ciahn.cl/wp-json/wp/v2/pages/67	www.ciahn.cl/wp-json/wp/v2/pages/67.json	(from https://www.ciahn.cl/)
18:28:41	233984/233984	---MC-	200	added ('OK')	application/json	date:Sat,%2029%20Nov%202025%2023:28:46%20GMT	https://www.ciahn.cl/wp-json/	www.ciahn.cl/wp-json/index.html	(from https://www.ciahn.cl/)
18:28:41	2090/2090	---MC-	200	added ('OK')	application/json	date:Sat,%2029%20Nov%202025%2023:28:47%20GMT	https://www.ciahn.cl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ciahn.cl%2F	www.ciahn.cl/wp-json/oembed/1.0/embed1145.json	(from https://www.ciahn.cl/)
18:28:42	2248/2248	---MC-	200	added ('OK')	text/xml	date:Sat,%2029%20Nov%202025%2023:28:48%20GMT	https://www.ciahn.cl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ciahn.cl%2F&format=xml	www.ciahn.cl/wp-json/oembed/1.0/embeda103	(from https://www.ciahn.cl/)
18:28:42	2189/2189	---M--	200	added ('OK')	image/png	etag:%2288d-5cd3f7ae4c500%22	https://www.ciahn.cl/wp-content/uploads/2021/09/cropped-logo-CIAHN1-03-32x32.png	www.ciahn.cl/wp-content/uploads/2021/09/cropped-logo-CIAHN1-03-32x32.png	(from https://www.ciahn.cl/)
18:28:43	27726/27726	---M--	200	added ('OK')	image/png	etag:%226c4e-5cd3f7ae4c500%22	https://www.ciahn.cl/wp-content/uploads/2021/09/cropped-logo-CIAHN1-03-192x192.png	www.ciahn.cl/wp-content/uploads/2021/09/cropped-logo-CIAHN1-03-192x192.png	(from https://www.ciahn.cl/)
18:28:44	25246/25246	---M--	200	added ('OK')	image/png	etag:%22629e-5cd3f7ae4c500%22	https://www.ciahn.cl/wp-content/uploads/2021/09/cropped-logo-CIAHN1-03-180x180.png	www.ciahn.cl/wp-content/uploads/2021/09/cropped-logo-CIAHN1-03-180x180.png	(from https://www.ciahn.cl/)
18:28:45	11911/11911	---M--	200	added ('OK')	image/png	etag:%222e87-5d04ae04f3d40%22	https://www.ciahn.cl/wp-content/uploads/2021/11/logo-chico-web-nuevo-11-11.png	www.ciahn.cl/wp-content/uploads/2021/11/logo-chico-web-nuevo-11-11.png	(from https://www.ciahn.cl/)
18:28:46	1178/1178	---M--	200	added ('OK')	image/svg+xml	etag:%2249a-5cc99ba0c8ac0%22	https://www.ciahn.cl/wp-content/themes/arlo/framework/svg/search-new.svg	www.ciahn.cl/wp-content/themes/arlo/framework/svg/search-new.svg	(from https://www.ciahn.cl/)
18:28:48	386833/386833	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:28:53%20GMT	https://www.ciahn.cl/quienes-somos/	www.ciahn.cl/quienes-somos/index.html	(from https://www.ciahn.cl/)
18:28:48	11682/11682	---M--	200	added ('OK')	image/png	etag:%222da2-5ce3d851ab440%22	https://www.ciahn.cl/wp-content/uploads/2021/10/logo-CIAHN_ian-con-hueso-10-10.png	www.ciahn.cl/wp-content/uploads/2021/10/logo-CIAHN_ian-con-hueso-10-10.png	(from https://www.ciahn.cl/)
18:28:49	307851/307851	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:28:54%20GMT	https://www.ciahn.cl/iniciativas/	www.ciahn.cl/iniciativas/index.html	(from https://www.ciahn.cl/)
18:28:49	320770/320770	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:28:54%20GMT	https://www.ciahn.cl/paleo-atacama/	www.ciahn.cl/paleo-atacama/index.html	(from https://www.ciahn.cl/)
18:28:50	1637/1637	---M--	200	added ('OK')	image/svg+xml	etag:%22665-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/svg/down-1.svg	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/svg/down-1.svg	(from https://www.ciahn.cl/)
18:28:51	339969/339969	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:28:54%20GMT	https://www.ciahn.cl/noticias/	www.ciahn.cl/noticias/index.html	(from https://www.ciahn.cl/)
18:28:51	311638/311638	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:28:55%20GMT	https://www.ciahn.cl/contacto/	www.ciahn.cl/contacto/index.html	(from https://www.ciahn.cl/)
18:28:52	288618/288618	---M--	200	added ('OK')	application/pdf	etag:%224676a-642df421cc864%22	https://www.ciahn.cl/wp-content/uploads/2025/11/OFERTAS-LABORALES-CIAHN-ATACAMA.pdf	www.ciahn.cl/wp-content/uploads/2025/11/OFERTAS-LABORALES-CIAHN-ATACAMA.pdf	(from https://www.ciahn.cl/)
18:28:52	316702/316702	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:28:57%20GMT	https://www.ciahn.cl/informes-transparencia/	www.ciahn.cl/informes-transparencia/index.html	(from https://www.ciahn.cl/)
18:28:53	3280/3280	---M--	200	added ('OK')	image/jpeg	etag:%22cd0-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/img/thumb-550-560.jpg	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/img/thumb-550-560.jpg	(from https://www.ciahn.cl/)
